DATE,ANALYST,TIME SENT,EVENT DAY,EVENT START,LOCATION,SPORT,EVENT TYPE,EVENT,RACE,NO.,SELECTION,UNITS INVESTED,MARKET ADVICE,BET TYPE,MARKET LINE / TOTAL,RECOMMENDED PRICE,RECORDING METHOD,ODDS ,RESULT,UNITS COLLECTED,P/L,CUMULATIVE P/L,CUMULATIVE UNITS INVESTED,POT%,ROI%,PROFIT ($100 UNIT),BET WIN LOSE,PRICE,COMMISION,EMAIL ODDS,AVAILABLE ODDS,BEST FIXED EMAIL SENT,BEST FIXED CLOSING,BETFAIR SP,BOB/BTSP,BEST TOTE,AGENCY,EMAIL BEST LINE / TOTAL,EMAIL BEST ODDS,RESULT,CLOSING LINE,CLOSING PINNACLE,CLOSING BETFAIR,RESULT,EMAIL,GOAT,BFSP,TF,SP,EMAIL,Mid Tote,GOAT,BFSP
04-01-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Rosehill,,,Windswept,1,,Win,,,,4.4,L,0,-1,-0.6,14.5,-4.10%,-0.60%,($60.00),L,,,,,,,,,,,,,,,,,,,,,,,,,,
11-01-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Gold Coast,,,Club Command,0.5,,Win,,,,13,L,0,-0.5,-1.1,15,-7.30%,-1.10%,($110.00),L,,,,,,,,,,,,,,,,,,,,,,,,,,
11-01-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Gold Coast,,,Club Command,1,,Place,,,,3,W,3,2,0.9,16,5.60%,0.90%,$90.00 ,W,,,,,,,,,,,,,,,,,,,,,,,,,,
11-01-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Gold Coast,,,Single Style,0.5,,Place,,,,14,L,0,-0.5,0.4,16.5,2.40%,0.40%,$40.00 ,L,,,,,,,,,,,,,,,,,,,,,,,,,,
11-01-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Gold Coast,,,Winholt,0.5,,Win,,,,10,L,0,-0.5,-0.1,17,-0.60%,-0.10%,($10.00),L,,,,,,,,,,,,,,,,,,,,,,,,,,
11-01-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Gold Coast,,,Winholt,0.5,,Place,,,,3,L,0,-0.5,-0.6,17.5,-3.40%,-0.60%,($60.00),L,,,,,,,,,,,,,,,,,,,,,,,,,,
11-01-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Newcastle,,,Abrhalam Lincoln,1.5,,Win,,,,8,W,12,10.5,9.9,19,52.10%,9.90%,$990.00 ,W,,,,,,,,,,,,,,,,,,,,,,,,,,
11-01-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Newcastle,,,Hard To Hold,2,,Win,,,,3.4,L,0,-2,7.9,21,37.60%,7.90%,$790.00 ,L,,,,,,,,,,,,,,,,,,,,,,,,,,
11-01-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Newcastle,,,Shen Long,1.5,,Win,,,,5,L,0,-1.5,6.4,22.5,28.40%,6.40%,$640.00 ,L,,,,,,,,,,,,,,,,,,,,,,,,,,
11-01-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Newcastle,,,Stella Venture,1,,Win,,,,4,W,4,3,9.4,23.5,40.00%,9.40%,$940.00 ,W,,,,,,,,,,,,,,,,,,,,,,,,,,
11-01-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Newcastle,,,Supposing,1,,Win,,,,4,L,0,-1,8.4,24.5,34.30%,8.40%,$840.00 ,L,,,,,,,,,,,,,,,,,,,,,,,,,,
11-01-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Warwick Farm,,,Excellent Point,1,,Win,,,,14,L,0,-1,7.4,25.5,29.00%,7.40%,$740.00 ,L,,,,,,,,,,,,,,,,,,,,,,,,,,
11-01-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Warwick Farm,,,Hunter Jack,1.5,,Win,,,,3,L,0,-1.5,5.9,27,21.90%,5.90%,$590.00 ,L,,,,,,,,,,,,,,,,,,,,,,,,,,
11-01-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Warwick Farm,,,Imperil,1.5,,Win,,,,4.2,L,0,-1.5,4.4,28.5,15.40%,4.40%,$440.00 ,L,,,,,,,,,,,,,,,,,,,,,,,,,,
11-01-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Warwick Farm,,,Mobazzalac,1.5,,Win,,,,7,L,0,-1.5,2.9,30,9.70%,2.90%,$290.00 ,L,,,,,,,,,,,,,,,,,,,,,,,,,,
11-01-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Warwick Farm,,,Said Come,2,,Win,,,,3,L,0,-2,0.9,32,2.80%,0.90%,$90.00 ,L,,,,,,,,,,,,,,,,,,,,,,,,,,
11-01-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Warwick Farm,,,Tahitian Black,1.5,,Win,,,,5,L,0,-1.5,-0.6,33.5,-1.80%,-0.60%,($60.00),L,,,,,,,,,,,,,,,,,,,,,,,,,,
15-01-14,Luke Murrell,,Wed,,Australia,Horse Racing,,Caulfield,,,Timely Truce,0.5,,Win,,,,14,L,0,-0.5,-1.1,34,-3.20%,-1.10%,($110.00),L,,,,,,,,,,,,,,,,,,,,,,,,,,
15-01-14,Luke Murrell,,Wed,,Australia,Horse Racing,,Caulfield,,,Timely Truce,0.5,,Place,,,,4,L,0,-0.5,-1.6,34.5,-4.60%,-1.60%,($160.00),L,,,,,,,,,,,,,,,,,,,,,,,,,,
15-01-14,Luke Murrell,,Wed,,Australia,Horse Racing,,Flemington,,,Acaplea,0.5,,Win,,,,20,L,0,-0.5,-2.1,35,-6.00%,-2.10%,($210.00),L,,,,,,,,,,,,,,,,,,,,,,,,,,
15-01-14,Luke Murrell,,Wed,,Australia,Horse Racing,,Flemington,,,Crucial,0.5,,Win,,,,20,L,0,-0.5,-2.6,35.5,-7.30%,-2.60%,($260.00),L,,,,,,,,,,,,,,,,,,,,,,,,,,
15-01-14,Luke Murrell,,Wed,,Australia,Horse Racing,,Flemington,,,Flying Hostess,0.5,,Win,,,,8,W,4,3.5,0.9,36,2.50%,0.90%,$90.00 ,W,,,,,,,,,,,,,,,,,,,,,,,,,,
15-01-14,Luke Murrell,,Wed,,Australia,Horse Racing,,Randwick,,,Atmospherical,1,,Win,,,,2.8,L,0,-1,-0.1,37,-0.30%,-0.10%,($10.00),L,,,,,,,,,,,,,,,,,,,,,,,,,,
15-01-14,Luke Murrell,,Wed,,Australia,Horse Racing,,Randwick,,,Boomwaa,1,,Win,,,,2.5,L,0,-1,-1.1,38,-2.90%,-1.10%,($110.00),L,,,,,,,,,,,,,,,,,,,,,,,,,,
15-01-14,Luke Murrell,,Wed,,Australia,Horse Racing,,Randwick,,,Longshoreman,1.5,,Win,,,,9,L,0,-1.5,-2.6,39.5,-6.60%,-2.60%,($260.00),L,,,,,,,,,,,,,,,,,,,,,,,,,,
15-01-14,Luke Murrell,,Wed,,Australia,Horse Racing,,Randwick,,,Martinvast,0.5,,Win,,,,16,L,0,-0.5,-3.1,40,-7.80%,-3.10%,($310.00),L,,,,,,,,,,,,,,,,,,,,,,,,,,
15-01-14,Luke Murrell,,Wed,,Australia,Horse Racing,,Randwick,,,Martinvast,0.5,,Place,,,,4,L,0,-0.5,-3.6,40.5,-8.90%,-3.60%,($360.00),L,,,,,,,,,,,,,,,,,,,,,,,,,,
15-01-14,Luke Murrell,,Wed,,Australia,Horse Racing,,Randwick,,,Mercir,1,,Win,,,,4,L,0,-1,-4.6,41.5,-11.10%,-4.60%,($460.00),L,,,,,,,,,,,,,,,,,,,,,,,,,,
15-01-14,Luke Murrell,,Wed,,Australia,Horse Racing,,Randwick,,,Prince Of Sofia,0.5,,Win,,,,20,L,0,-0.5,-5.1,42,-12.10%,-5.10%,($510.00),L,,,,,,,,,,,,,,,,,,,,,,,,,,
15-01-14,Luke Murrell,,Wed,,Australia,Horse Racing,,Randwick,,,Reflectance,0.5,,Win,,,,9,L,0,-0.5,-5.6,42.5,-13.20%,-5.60%,($560.00),L,,,,,,,,,,,,,,,,,,,,,,,,,,
15-01-14,Luke Murrell,,Wed,,Australia,Horse Racing,,Randwick,,,Rowie,0.5,,Win,,,,7,L,0,-0.5,-6.1,43,-14.20%,-6.10%,($610.00),L,,,,,,,,,,,,,,,,,,,,,,,,,,
22-01-14,Luke Murrell,,Wed,,Australia,Horse Racing,,Kensington,,,Afrinto,0.5,,Win,,,,6,L,0,-0.5,-6.6,43.5,-15.20%,-6.60%,($660.00),L,,,,,,,,,,,,,,,,,,,,,,,,,,
22-01-14,Luke Murrell,,Wed,,Australia,Horse Racing,,Kensington,,,Your Never,0.5,,Win,,,,6.5,W,3.25,2.75,-3.9,44,-8.80%,-3.90%,($385.00),W,,,,,,,,,,,,,,,,,,,,,,,,,,
24-01-14,Luke Murrell,,Fri,,Australia,Horse Racing,,Canterbury,,,Daline,1,,Win,,,,5,L,0,-1,-4.9,45,-10.80%,-4.90%,($485.00),L,,,,,,,,,,,,,,,,,,,,,,,,,,
24-01-14,Luke Murrell,,Fri,,Australia,Horse Racing,,Canterbury,,,Fine Bubbles,1,,Win,,,,5,L,0,-1,-5.9,46,-12.70%,-5.90%,($585.00),L,,,,,,,,,,,,,,,,,,,,,,,,,,
24-01-14,Luke Murrell,,Fri,,Australia,Horse Racing,,Canterbury,,,Sookie,1,,Win,,,,3,L,0,-1,-6.9,47,-14.60%,-6.90%,($685.00),L,,,,,,,,,,,,,,,,,,,,,,,,,,
24-01-14,Luke Murrell,,Fri,,Australia,Horse Racing,,Canterbury,,,Transonic,1,,Win,,,,4.8,W,4.8,3.8,-3.1,48,-6.40%,-3.10%,($305.00),W,,,,,,,,,,,,,,,,,,,,,,,,,,
25-01-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Caulfield,,,Limes,1.5,,Win,,,,4,L,0,-1.5,-4.6,49.5,-9.20%,-4.60%,($455.00),L,,,,,,,,,,,,,,,,,,,,,,,,,,
25-01-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Caulfield,,,Mohave,1.5,,Win,,,,5,W,7.5,6,1.5,51,2.80%,1.50%,$145.00 ,W,,,,,,,,,,,,,,,,,,,,,,,,,,
25-01-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Caulfield,,,Reigning,1,,Win,,,,6,L,0,-1,0.5,52,0.90%,0.50%,$45.00 ,L,,,,,,,,,,,,,,,,,,,,,,,,,,
25-01-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Caulfield,,,Reigning,1,,Place,,,,2.5,W,2.5,1.5,2,53,3.70%,2.00%,$195.00 ,W,,,,,,,,,,,,,,,,,,,,,,,,,,
25-01-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Caulfield,,,Romancithestone,0.5,,Win,,,,6,L,0,-0.5,1.5,53.5,2.70%,1.50%,$145.00 ,L,,,,,,,,,,,,,,,,,,,,,,,,,,
25-01-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Caulfield,,,Romancithestone,1,,Place,,,,2,L,0,-1,0.5,54.5,0.80%,0.50%,$45.00 ,L,,,,,,,,,,,,,,,,,,,,,,,,,,
25-01-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Caulfield,,,Stingray,1,,Win,,,,12,L,0,-1,-0.6,55.5,-1.00%,-0.60%,($55.00),L,,,,,,,,,,,,,,,,,,,,,,,,,,
25-01-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Caulfield,,,Stingray,1,,Place,,,,3,L,0,-1,-1.6,56.5,-2.70%,-1.60%,($155.00),L,,,,,,,,,,,,,,,,,,,,,,,,,,
25-01-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Newcastle,,,Certfibable,1,,Win,,,,3,L,0,-1,-2.6,57.5,-4.40%,-2.60%,($255.00),L,,,,,,,,,,,,,,,,,,,,,,,,,,
25-01-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Newcastle,,,Electric Power,1,,Win,,,,4,L,0,-1,-3.6,58.5,-6.10%,-3.60%,($355.00),L,,,,,,,,,,,,,,,,,,,,,,,,,,
25-01-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Newcastle,,,Monsuier Hughes,1,,Win,,,,7,L,0,-1,-4.6,59.5,-7.60%,-4.60%,($455.00),L,,,,,,,,,,,,,,,,,,,,,,,,,,
25-01-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Newcastle,,,Sensulism,0.5,,Win,,,,5,L,0,-0.5,-5.1,60,-8.40%,-5.10%,($505.00),L,,,,,,,,,,,,,,,,,,,,,,,,,,
25-01-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Randwick,,,Caprossa,0.5,,Win,,,,14,L,0,-0.5,-5.6,60.5,-9.20%,-5.60%,($555.00),L,,,,,,,,,,,,,,,,,,,,,,,,,,
25-01-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Randwick,,,Kristy Lee,0.5,,Win,,,,9,L,0,-0.5,-6.1,61,-9.90%,-6.10%,($605.00),L,,,,,,,,,,,,,,,,,,,,,,,,,,
25-01-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Randwick,,,Monbazzilac,1,,Win,,,,10,L,0,-1,-7.1,62,-11.40%,-7.10%,($705.00),L,,,,,,,,,,,,,,,,,,,,,,,,,,
25-01-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Randwick,,,Monbazzilac,1,,Place,,,,3,W,3,2,-5.1,63,-8.00%,-5.10%,($505.00),W,,,,,,,,,,,,,,,,,,,,,,,,,,
25-01-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Randwick,,,Said Com,1,,Win,,,,5,L,0,-1,-6.1,64,-9.50%,-6.10%,($605.00),L,,,,,,,,,,,,,,,,,,,,,,,,,,
25-01-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Randwick,,,Trifecta,2,,Win,,,,,L,0,-2,-8.1,66,-12.20%,-8.10%,($805.00),L,,,,,,,,,,,,,,,,,,,,,,,,,,
27-01-14,Luke Murrell,,Mon,,Australia,Horse Racing,,Canterbury,,,Angel Face,0.5,,Win,,,,12,L,0,-0.5,-8.6,66.5,-12.90%,-8.60%,($855.00),L,,,,,,,,,,,,,,,,,,,,,,,,,,
27-01-14,Luke Murrell,,Mon,,Australia,Horse Racing,,Canterbury,,,Angel Face,0.5,,Place,,,,3,L,0,-0.5,-9.1,67,-13.50%,-9.10%,($905.00),L,,,,,,,,,,,,,,,,,,,,,,,,,,
27-01-14,Luke Murrell,,Mon,,Australia,Horse Racing,,Canterbury,,,Taya,0.5,,Win,,,,12,L,0,-0.5,-9.6,67.5,-14.10%,-9.60%,($955.00),L,,,,,,,,,,,,,,,,,,,,,,,,,,
27-01-14,Luke Murrell,,Mon,,Australia,Horse Racing,,Canterbury,,,Taya,0.5,,Place,,,,3,L,0,-0.5,-10.1,68,-14.80%,-10.10%,"($1,005.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
27-01-14,Luke Murrell,,Mon,,Australia,Horse Racing,,Hawkesbury,,,Mega Rich,1,,Win,,,,7,L,0,-1,-11.1,69,-16.00%,-11.10%,"($1,105.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
27-01-14,Luke Murrell,,Mon,,Australia,Horse Racing,,Hawkesbury,,,Mega Rich,1,,Place,,,,3,L,0,-1,-12.1,70,-17.20%,-12.10%,"($1,205.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
27-01-14,Luke Murrell,,Mon,,Australia,Horse Racing,,Hawkesbury,,,Pro Consul,1,,Win,,,,6,L,0,-1,-13.1,71,-18.40%,-13.10%,"($1,305.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
27-01-14,Luke Murrell,,Mon,,Australia,Horse Racing,,Hawkesbury,,,Southern Girl,1.5,,Win,,,,2.7,L,0,-1.5,-14.6,72.5,-20.10%,-14.60%,"($1,455.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
30-01-14,Luke Murrell,,Thu,,Australia,Horse Racing,,Caulfield,,,Are There Any,1,,Win,,,,5,L,0,-1,-15.6,73.5,-21.20%,-15.60%,"($1,555.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
30-01-14,Luke Murrell,,Thu,,Australia,Horse Racing,,Caulfield,,,Crucial,0.5,,Win,,,,10,L,0,-0.5,-16.1,74,-21.70%,-16.10%,"($1,605.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
30-01-14,Luke Murrell,,Thu,,Australia,Horse Racing,,Caulfield,,,Crucial,1,,Place,,,,3,L,0,-1,-17.1,75,-22.70%,-17.10%,"($1,705.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
30-01-14,Luke Murrell,,Thu,,Australia,Horse Racing,,Caulfield,,,Hes Your Man,1,,Win,,,,5,L,0,-1,-18.1,76,-23.80%,-18.10%,"($1,805.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
30-01-14,Luke Murrell,,Thu,,Australia,Horse Racing,,Caulfield,,,Laidback Larry,3,,Win,,,,2.2,L,0,-3,-21.1,79,-26.60%,-21.10%,"($2,105.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
30-01-14,Luke Murrell,,Thu,,Australia,Horse Racing,,Caulfield,,,Reparations,0.5,,Win,,,,14,L,0,-0.5,-21.6,79.5,-27.10%,-21.60%,"($2,155.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
30-01-14,Luke Murrell,,Thu,,Australia,Horse Racing,,Caulfield,,,Reparations,1,,Place,,,,4,L,0,-1,-22.6,80.5,-28.00%,-22.60%,"($2,255.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
30-01-14,Luke Murrell,,Thu,,Australia,Horse Racing,,Caulfield,,,Shamal Wind,0.3,,Win,,,,14,W,3.5,3.25,-19.3,80.8,-23.90%,-19.30%,"($1,930.00)",W,,,,,,,,,,,,,,,,,,,,,,,,,,
30-01-14,Luke Murrell,,Thu,,Australia,Horse Racing,,Caulfield,,,Shamal Wind,0.5,,Place,,,,4,W,2,1.5,-17.8,81.3,-21.90%,-17.80%,"($1,780.00)",W,,,,,,,,,,,,,,,,,,,,,,,,,,
30-01-14,Luke Murrell,,Thu,,Australia,Horse Racing,,Caulfield,,,Sistine Angel,1,,Win,,,,4,W,4,3,-14.8,82.3,-18.00%,-14.80%,"($1,480.00)",W,,,,,,,,,,,,,,,,,,,,,,,,,,
30-01-14,Luke Murrell,,Thu,,Australia,Horse Racing,,Kembla Grange,,,Da Grinch,0.5,,Win,,,,6,L,0,-0.5,-15.3,82.8,-18.50%,-15.30%,"($1,530.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
30-01-14,Luke Murrell,,Thu,,Australia,Horse Racing,,Kembla Grange,,,Palliate,1.5,,Win,,,,3,L,0,-1.5,-16.8,84.3,-19.90%,-16.80%,"($1,680.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
30-01-14,Luke Murrell,,Thu,,Australia,Horse Racing,,Kembla Grange,,,Scorpian Prince,0.5,,Win,,,,3.3,L,0,-0.5,-17.3,84.8,-20.40%,-17.30%,"($1,730.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
30-01-14,Luke Murrell,,Thu,,Australia,Horse Racing,,Moonee Valley,,,Laohu,1,,Win,,,,4,L,0,-1,-18.3,85.8,-21.30%,-18.30%,"($1,830.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
30-01-14,Luke Murrell,,Thu,,Australia,Horse Racing,,Moonee Valley,,,Minaj,1.5,,Win,,,,2.8,W,4.2,2.7,-15.6,87.3,-17.90%,-15.60%,"($1,560.00)",W,,,,,,,,,,,,,,,,,,,,,,,,,,
30-01-14,Luke Murrell,,Thu,,Australia,Horse Racing,,Moonee Valley,,,Sterosonic,1,,Win,,,,7,L,0,-1,-16.6,88.3,-18.80%,-16.60%,"($1,660.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
30-01-14,Luke Murrell,,Thu,,Australia,Horse Racing,,Rosehill,,,Forever Loved,0.5,,Win,,,,4.5,L,0,-0.5,-17.1,88.8,-19.30%,-17.10%,"($1,710.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
30-01-14,Luke Murrell,,Thu,,Australia,Horse Racing,,Rosehill,,,Tahitian Black,1,,Win,,,,9,L,0,-1,-18.1,89.8,-20.20%,-18.10%,"($1,810.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
30-01-14,Luke Murrell,,Thu,,Australia,Horse Racing,,Rosehill,,,Tahitian Black,1,,Place,,,,3,L,0,-1,-19.1,90.8,-21.00%,-19.10%,"($1,910.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
06-02-14,Luke Murrell,,Thu,,Australia,Horse Racing,,Wyong,,,Fast And Sexy,1.5,,Win,,,,5,L,0,-1.5,-20.6,92.3,-22.30%,-20.60%,"($2,060.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
06-02-14,Luke Murrell,,Thu,,Australia,Horse Racing,,Wyong,,,Full Blast,1,,Win,,,,9,L,0,-1,-21.6,93.3,-23.20%,-21.60%,"($2,160.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
08-02-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Caulfield,,,Arinosa,0.5,,Win,,,,4,L,0,-0.5,-22.1,93.8,-23.60%,-22.10%,"($2,210.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
08-02-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Caulfield,,,Shamlia,0.5,,Win,,,,4.5,L,0,-0.5,-22.6,94.3,-24.00%,-22.60%,"($2,260.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
08-02-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Caulfield,,,Trolly Dolly,1,,Place,,,,2.3,L,0,-1,-23.6,95.3,-24.80%,-23.60%,"($2,360.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
08-02-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Kensington,,,Im No Phony,0.5,,Win,,,,20,L,0,-0.5,-24.1,95.8,-25.20%,-24.10%,"($2,410.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
08-02-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Kensington,,,Im No Phony,0.5,,Place,,,,5,L,0,-0.5,-24.6,96.3,-25.60%,-24.60%,"($2,460.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
08-02-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Kensington,,,Panko,0.5,,Win,,,,14,L,0,-0.5,-25.1,96.8,-25.90%,-25.10%,"($2,510.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
08-02-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Kensington,,,Panko,0.5,,Place,,,,4,L,0,-0.5,-25.6,97.3,-26.30%,-25.60%,"($2,560.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
08-02-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Kensington,,,Sari,0.5,,Win,,,,9,L,0,-0.5,-26.1,97.8,-26.70%,-26.10%,"($2,610.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
08-02-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Kensington,,,Sari,0.5,,Place,,,,3,L,0,-0.5,-26.6,98.3,-27.10%,-26.60%,"($2,660.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
08-02-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Newcastle,,,Mary Lou,0.5,,Win,,,,4.6,L,0,-0.5,-27.1,98.8,-27.40%,-27.10%,"($2,710.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
08-02-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Newcastle,,,More Engery,0.5,,Win,,,,7,L,0,-0.5,-27.6,99.3,-27.80%,-27.60%,"($2,760.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
08-02-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Newcastle,,,Parray,2,,Win,,,,6,W,12,10,-17.6,101.3,-17.40%,-17.60%,"($1,760.00)",W,,,,,,,,,,,,,,,,,,,,,,,,,,
08-02-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Newcastle,,,Stella Venture,1,,Win,,,,5.5,L,0,-1,-18.6,102.3,-18.20%,-18.60%,"($1,860.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
08-02-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Randwick,,,Aclpicues,0.5,,Win,,,,14,L,0,-0.5,-19.1,102.8,-18.60%,-19.10%,"($1,910.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
08-02-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Randwick,,,Aclpicues,0.5,,Place,,,,4,L,0,-0.5,-19.6,103.3,-19.00%,-19.60%,"($1,960.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
08-02-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Randwick,,,Boban,2,,Win,,,,2.6,L,0,-2,-21.6,105.3,-20.50%,-21.60%,"($2,160.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
08-02-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Randwick,,,Dowdstown Charlie,0.5,,Win,,,,14,L,0,-0.5,-22.1,105.8,-20.90%,-22.10%,"($2,210.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
08-02-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Randwick,,,Dowdstown Charlie,1,,Place,,,,4,L,0,-1,-23.1,106.8,-21.60%,-23.10%,"($2,310.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
08-02-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Randwick,,,Hot Albert,0.5,,Win,,,,8,L,0,-0.5,-23.6,107.3,-22.00%,-23.60%,"($2,360.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
08-02-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Randwick,,,Hot Albert,1,,Place,,,,2.6,L,0,-1,-24.6,108.3,-22.70%,-24.60%,"($2,460.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
08-02-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Randwick,,,Reflectance,1,,Win,,,,7,L,0,-1,-25.6,109.3,-23.40%,-25.60%,"($2,560.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
08-02-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Randwick,,,Reflectance,1,,Place,,,,2.6,L,0,-1,-26.6,110.3,-24.10%,-26.60%,"($2,660.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
08-02-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Randwick,,,Speediness,0.5,,Win,,,,6,L,0,-0.5,-27.1,110.8,-24.50%,-27.10%,"($2,710.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
08-02-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Randwick,,,Worldy Impact,1,,Win,,,,14,L,0,-1,-28.1,111.8,-25.10%,-28.10%,"($2,810.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
08-02-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Randwick,,,Worldy Impact,1,,Place,,,,4,L,0,-1,-29.1,112.8,-25.80%,-29.10%,"($2,910.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
15-02-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Flemington,,,Bernabu,1,,Win,,,,7,L,0,-1,-30.1,113.8,-26.50%,-30.10%,"($3,010.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
15-02-14,Luke Murrell,,Sat,,Australia,Horse Racing,,Flemington,,,Scratchy Bottom,1,,Win,,,,4,L,0,-1,-31.1,114.8,-27.10%,-31.10%,"($3,110.00)",L,,,,,,,,,,,,,,,,,,,,,,,,,,
