DATE,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
10-Oct-20,17:06,ALBURY,6,7 – HONEYSUCKLE CHOICE,K.NISBET,0X2,,
10-Oct-20,17:10,CAULFIELD,9,15 – BUFFALO RIVER,C.WILLIAMS,1X2,2ND,/$2.10
10-Oct-20,17:12,ALICE SPRINGS,3,7 – BRAZILLIANT,C.HUNTER,811,,
10-Oct-20,17:42,ALBURY,7,11 – SESTINA,K.NISBET,221,2ND,/$2.25
10-Oct-20,17:45,CAULFIELD,10,6 – MAHAMEDEIS,C.NEWITT,168,,
,,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
9-Oct-20,13:25,PORT MACQUARIE,1,3 – UNDENIABLE,D.GIBBONS(A),1X1,WINNER,$4.40 /$2.00
9-Oct-20,14:00,BALLARAT,2,13 – BUBBLY LASS,J.ALLEN,2,LATE,SCRATCHING
9-Oct-20,14:25,CANBERRA,3,1 – COPS AND ROBBERS,K.NISBET,314,3RD,/$1.66
9-Oct-20,14:30,BALLARAT,3,11 – UNCHAIN MY BIKE,D.YENDAL,422,2ND,/$1.35
9-Oct-20,15:00,BALLARAT,4,13 – HINDAAM (BEST BET),M.POY(A),X10,LATE,SCRATCHING
9-Oct-20,15:05,CANBERRA,4,3 – WANDONNA,J.FORD,632,2ND,/$1.18
9-Oct-20,15:20,PORT MACQUARIE,4,12 – LEAVE ME SOME,L.CUMBERLAND,X22,2ND,/$3.13
9-Oct-20,15:40,CANBERRA,5,6 – INDIGNANT,S.POLLARD,463,3RD,/$2.30
9-Oct-20,16:00,BALLARAT,6,8 – SHADOW PREY (BEST BET),J.ALLEN,371,,
9-Oct-20,16:05,CLONCURRY,3,4 – IGNITE THE MAGIC,T.TOWNSEND(A),641,,
9-Oct-20,16:20,CANBERRA,6,7 – MOHAHNA,B.WARD,611,,
9-Oct-20,16:30,BALLARAT,7,4 – LAUNDRY,M.WALKER,761,LATE,SCRATCHING
9-Oct-20,16:42,CLONCURRY,4,1 – LORD WINDERMERE,D.BALLARD,152,2ND,/$1.64
9-Oct-20,17:10,PORT MACQUARIE,7,6 – ENTENTE,T.CLARK,651,WINNER,$1.77 /$1.11
9-Oct-20,17:30,CANBERRA,8,6 – EXPRESS COURIER,B.MCDOUGALL,1X1,2ND,/$1.30
9-Oct-20,17:50,PORT MACQUARIE,8,6 – SEPTEMBER GIRL,J.PENZA,232,,
9-Oct-20,17:57,CLONCURRY,6,1 – TANGO RAIN,D.BALLARD,120,3RD,/$1.13
,,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
8-Oct-20,13:25,GOSFORD,1,1 – SHADOW COLOUR (BEST BET),T.SCHILLER(A),222,2ND,/$1.60
8-Oct-20,14:05,GOSFORD,2,9 – WILD IRISH,B.AVDULLA,825,WINNER,$2.02 /$1.15
8-Oct-20,14:25,ARMIDALE,2,4 – THE PHAROAH,Z-L.CRUICKSHAN(A),482,,
8-Oct-20,14:30,MORNINGTON,3,10 – PRIDE OF JENNI,J.KAH,33,WINNER,$3.10 /$1.31
8-Oct-20,14:47,ROCKHAMPTON,1,10 – ZOOMARATTA,R.WIGGINS,62,,
8-Oct-20,15:05,ARMIDALE,3,12 – TUPOU,K.W-TAYLOR(A),X62,2ND,/$1.16
8-Oct-20,15:20,GOSFORD,4,7 – PRINCESS BETTY,J.FORD,351,,
8-Oct-20,15:40,ARMIDALE,4,1 – DANZA IN THE DARK (BEST BET),B.HODDER,4X3,3RD,/$1.29
8-Oct-20,15:55,GOSFORD,5,15 – JAYTEES,N/A,3X2,2ND,/$1.58
8-Oct-20,16:00,MORNINGTON,6,6 – PATRICIA ANNE,W.GORDON,832,WINNER,$5.30 /$1.91
8-Oct-20,16:04,ROCKHAMPTON,3,1 – SANTISIMO,A.BUTLER,142,2ND,/$1.19
8-Oct-20,16:30,MORNINGTON,7,7 – OUT TO WIN,E.BROWN,31,LATE,SCRATCHING
8-Oct-20,16:42,ROCKHAMPTON,4,4 – FINAL CRIME,D.GRAHAM(A),33X,2ND,/$3.10
8-Oct-20,17:10,GOSFORD,7,2 – FRENCH RESPONSE,J.COLLETT,3X0,,
8-Oct-20,17:17,ROCKHAMPTON,5,7 – ANGOLA MISS,B-D.APPO,221,WINNER,$3.95 /$1.60
,,,,,,,,
,,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
7-Oct-20,13:20,WARWICK FARM,1,6 – PRETTY GOOD,J.COLLETT,34,,
7-Oct-20,13:30,BENDIGO,1,3 - SQUAMANZER,J.MOTT,24,,
7-Oct-20,13:35,WARWICK FARM,2,1 – TOTAL RECALL,C.REITH,611,2ND,/$2.36
7-Oct-20,14:15,IPSWICH,1,6 – SEQUOIDEAE,T.HARRISON,22,,
7-Oct-20,14:30,BENDIGO,3,19 – CAPTAIN SPUD,,,LATE,SCRATCHING
7-Oct-20,14:35,WARWICK FARM,3,3 – MALKOVICH,R.KING,X31,2ND,/$1.61
7-Oct-20,15:25,IPSWICH,3,2 – SACRED SUITE,L.DITTMAN,232,WINNER,$3.35 /$1.49
7-Oct-20,15:30,BENDIGO,5,4 – THE GAUCH,J.MCNEIL,211,2ND,/$1.51
7-Oct-20,15:45,WARWICK FARM,5,9 – JACK THE LAD,B.AVDULLA,31,,
7-Oct-20,16:00,BENDIGO,6,4 – ZOFFALA,L.CURRIE,421,,
7-Oct-20,16:05,IPSWICH,4,2 – TESARC,M.MCGILLIVRA,741,,
7-Oct-20,16:20,WARWICK FARM,6,3 – WILLOWHEART,T.STOCKDALE(A),415,2ND,/$2.40
7-Oct-20,16:30,BENDIGO,7,6 – ZERO DOUBT,Z.SPAIN,71,LATE,SCRATCHING
7-Oct-20,16:40,IPSWICH,5,3 – MCOVEY COVE,R.MALONEY,1X1,2ND,/$1.20
7-Oct-20,16:47,NORTHAM,1,5 – BILLY RAY (BEST BET),C.J-POR,2,2ND,/$1.12
7-Oct-20,16:55,WARWICK FARM,7,7 – PETRONIUS,K.MCEVOY,X34,2ND,/$1.19
7-Oct-20,17:00,BENDIGO,8,2 – WESTBROOK PARK,C.RAWILLER(A),8X4,3RD,/$3.10
7-Oct-20,17:15,IPSWICH,6,2 – DANEZEL,B.THOMSON,2,2ND,/$2.00
7-Oct-20,17:22,NORTHAM,2,1 – EXCERPT,S.MCGRUDDY,632,WINNER,$3.20 /$1.46
7-Oct-20,17:30,WARWICK FARM,8,9 – JUAN DIVA,T.BERRY,625,,
7-Oct-20,17:50,IPSWICH,7,2 – WILLO TITTO,J.ORMAN,111,,
,,,,,,,,
,,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
6-Oct-20,13:30,DONALD,1,10 – WAR LADY,J.HILL,3,,
6-Oct-20,14:00,DONALD,2,1 – BOOM BOOM SWEET,J.ALLEN,2X2,2ND,/$1.34
6-Oct-20,14:30,DONALD,3,1 – ARIZONA DRIFTER,J.ALLEN,834,,
6-Oct-20,14:34,MACKAY,1,1 – CRACKER ESSGEE,J.STANLEY,322,WINNER,$1.64 /$1.10
6-Oct-20,14:45,ORANGE,2,9 – O'TARTAN LASS (BEST BET),M.BELL,472,WINNER,$1.70 /$1.22
6-Oct-20,15:13,MACKAY,2,1 – EXTREME WITNESS (BEST BET),A.BUTLER,925,WINNER,$2.20 /$1.10
6-Oct-20,15:30,DONALD,5,9 – ROTATOR,M.RODD,72X,3RD,/$1.19
6-Oct-20,16:00,DONALD,6,4 – CREDIBLE WITNESS,B.EGAN,523,LATE,SCRATCHING
6-Oct-20,16:20,GOULBURN,4,5 – DOZER BAY,B.RYAN(A),6X4,,
6-Oct-20,16:27,MACKAY,4,5 – HARRINGTON,K.SOUTHAM(A),623,,
6-Oct-20,16:40,ORANGE,5,2 – EGYPTIAN MISSILE,M.BELL,X21,WINNER,$1.70 /$1.10
6-Oct-20,17:04,MACKAY,5,2 – MORENO,A.BUTLER,0X1,2ND,/$1.17
6-Oct-20,17:15,ORANGE,6,9 – HIBERN,G.BUCKLEY,841,,
6-Oct-20,17:30,GOULBURN,6,12 – MR KYLIN,K.O'HARA,481,WINNER,$3.55 /$1.72
6-Oct-20,17:40,MACKAY,6,5 – MR TINDALL,N.DAY,336,2ND,/$1.39
6-Oct-20,17:50,ORANGE,7,8 – VOGUE EMPRESS,L.BLANCH(A),764,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
5-Oct-20,13:11,BEAUDESERT,1,8 – ROMAN REIGN,T.MARSHALL,6X9,,
5-Oct-20,13:15,GAWLER,1,4 – OOLONG GAZE,B.VORSTER,20X,2ND,/$1.32
5-Oct-20,13:25,CANTERBURY,1,2 – MUCH MUCH BETTER,N.RAWILLER,X42,2ND,/$1.19
5-Oct-20,13:35,ECHUCA,2,15 – MY BEST EFFORT,,,LATE,SCRATCHING
5-Oct-20,13:50,GAWLER,2,7 – KUMO SUN (BEST BET),K.CROWTHER,233,WINNER,$2.76 /$1.27
5-Oct-20,14:00,CANTERBURY,2,1 – LORD OLYMPUS,J.PARR,112,WINNER,$2.10 /$1.40
5-Oct-20,14:10,ECHUCA,3,11 –REDNECK PRINCESS,M.LLOYD(A),423,WINNER,$2.54 /$1.28
5-Oct-20,14:14,MUSWELLBROOK,2,13 – TIME FOR PEACE,A.LAYT,9X2,2ND,/$1.29
5-Oct-20,14:25,GAWLER,3,10 – BIARCHI,K.CROWTHER,X53,2ND,/$1.29
5-Oct-20,14:49,MUSWELLBROOK,3,3 – BELLE REVE,G.RYAN,112,,
5-Oct-20,14:56,BEAUDESERT,4,3 – RAMTASTIC (BEST BET),J.ORMAN,2X2,WINNER,$1.54 /$1.14
5-Oct-20,15:10,CANTERBURY,4,1 – CISCO BAY,K.MCEVOY,302,3RD,/$1.35
5-Oct-20,15:24,MUSWELLBROOK,4,2 – AMIENS,Q.YONG(A),853,,
5-Oct-20,15:31,BEAUDESERT,5,4 – SNAP ON,R.PALMER,6X2,,
5-Oct-20,15:35,GAWLER,5,1 – JACKS A CRACKER,S.SO(A),551,,
5-Oct-20,15:55,ECHUCA,6,10 – COLLECTABLE,,,LATE,SCRATCHING
5-Oct-20,15:59,MUSWELLBROOK,5,7 – LUCKY BANNER,G.RYAN,181,,
5-Oct-20,16:06,BEAUDESERT,6,3 – ROYAL SHEEN,J.HUXTABLE(A),5X4,LATE,SCRATCHING
5-Oct-20,16:20,CANTERBURY,6,1 – BLACK MAGNUM,T.SHERRY(A),453,WINNER,$10.50/$3.50
5-Oct-20,16:30,ECHUCA,7,3 – SMART DESIGN,C.RAWILLER(A),231,2ND,/$1.28
5-Oct-20,16:45,GAWLER,7,2 – DON’T DISMISS,D.STRA(A),175,3RD,/$1.26
5-Oct-20,16:55,CANTERBURY,7,5 – BEST STONE,N.RAWILLER,635,WINNER,$2.98 /$1.30
5-Oct-20,17:30,CANTERBURY,8,8 – CHIANTI,B.AVDULLA,X16,2ND,/$2.60
,,,,,,,,
,,,,,,,,
,,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
4-Oct-20,12:55,COOTAMUNDRA,1,6 – I CALL JUNEE HOME,M.CAHILL,X32,,
4-Oct-20,13:00,KYNETON,1,13 – MY BEST EFFORT,M.WALKER,X64,2ND,/$1.66
4-Oct-20,13:10,BAIRNSDALE,1,8 – INNOCENT GEM,C.RAWILLER(A),227,WINNER,$3.30 /$1.50
4-Oct-20,13:20,PORT LINCOLN,1,4 – TIME WARRIOR,R.HURDLE,435,WINNER,$1.78 /$1.21
4-Oct-20,13:30,COOTAMUNDRA,2,9 – LONDON GAL,B.MCDOUGALL,1,3RD,/$1.50
4-Oct-20,13:35,KYNETON,2,13 – SIGRID,M.DEE,433,WINNER,$3.70 /$1.58
4-Oct-20,13:55,PORT LINCOLN,2,11 – TERELLI (BEST BET),S.SO(A),X22,2ND,/$1.45
4-Oct-20,14:05,COOTAMUNDRA,3,6 – MAI TIME,W.COSTIN,X23,,
4-Oct-20,14:15,SUNSHINE COAST,2,1 – SHAKA ROCK,A.MALLYON,X53,,
4-Oct-20,14:30,PORT LINCOLN,3,1 – YULE MY HERO (BEST BET),J.TOEROEK,9X4,LATE,ABANDONED
4-Oct-20,14:55,BAIRNSDALE,4,4 – HE’S A BATLER,J.MASKIEL,X41,WINNER,$1.95 /$1.24
4-Oct-20,15:10,HOBART,5,2 – IS DON IS GOOD,K.MASKIEL(A),721,,
4-Oct-20,15:40,BALLINA,4,11 – SHY BOY,L.KILNER(A),632,WINNER,$2.56 /$1.27
4-Oct-20,15:45,HOBART,6,7 – GEE GE PURE BLONDE,P.LUI(A),484,2ND,/$6.60
4-Oct-20,15:55,COOTAMUNDRA,6,6 – CYBORG,B.WARD,86X,,
4-Oct-20,16:00,KYNETON,6,2 – NIRVANA,B.RAWILLER,4X2,,
4-Oct-20,16:04,SUNSHINE COAST,5,8 – CLEARANCE SALE,B.THOMPSON,421,WINNER,$2.40 /$1.18
4-Oct-20,16:15,BALLINA,5,9 – LACE AND WHISKEY,K.MATHESON,X51,WINNER,$4.40 /$1.75
4-Oct-20,16:30,KYNETON,7,5 – INFLUENTIAL JACK,D.MOOR,X22,WINNER,$1.90 /$1.20
4-Oct-20,16:44,SUNSHINE COAST,6,6 – MYSTERY TRICK,B.NOTHDURFT,7X7,,
4-Oct-20,16:47,NORTHAM,2,1 – NO SURRENDER,M.PATEMAN,9X5,2ND,/$1.50
4-Oct-20,16:55,BALLINA,6,6 – CARRY ON RINGO,L.ROLLS,892,WINNER,$6.00 /$1.95
4-Oct-20,17:00,KYNETON,8,12 – RAINBIEL,D.HOLLAND,3X1,WINNER,$1.80 /$1.18
4-Oct-20,17:05,HOBART,8,3 – LOKI PATERA,M.ULUCINAR,221,WINNER,$6.00 /$1.65
4-Oct-20,17:35,BALLINA,7,2 – RESETS SON,M.KENNEDY(A),714,,
,,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
3-Oct-20,12:05,FLEMINGTON,1,1 – GENERAL BEAU,J.KAH,1,2ND,/$1.24
3-Oct-20,12:25,RANDWICK,1,2 – DISCHARGED,N.RAWILLER,511,3RD,/$1.56
3-Oct-20,12:33,EAGLE FARM,2,2 – STARDOME,L.DITTMAN,462,3RD,/$1.81
3-Oct-20,12:40,FLEMINGTON,2,8 – SEPTEMBER RUN (BEST BET),C.WILLIAMS,X51,WINNER,$2.68 /$1.47
3-Oct-20,12:51,MORPHETVILLE,1,4 – AQUEDUCT,J.EATON(A),X11,WINNER,$1.73 /$1.11
3-Oct-20,12:56,MURTOA,1,11 – SQUASH,H.COFFEY,X63,,
3-Oct-20,13:08,EAGLE FARM,3,2 – I AM SWERVING,B.THOMPSON,X21,,
3-Oct-20,13:15,FLEMINGTON,3,5 – ICONOCLASM,D.LANE,X90,2ND,/$3.86
3-Oct-20,13:23,GOLD COAST,2,5 – DANITES (BEST BET),J.TAYLOR,222,,
3-Oct-20,13:43,EAGLE FARM,4,2 – PROSPECTUS,L.DITTMAN,122,WINNER,$5.90 /$1.93
3-Oct-20,13:46,WAGGA,1,5 – NIGHT TERROR,R.BENSLEY,64,,
3-Oct-20,13:50,FLEMINGTON,4,4 – TOFANE,D.OLIVER,1X3,,
3-Oct-20,13:54,NEWCASTLE,2,8 – EITHER OAR,L.MAGGORIAN,2X3,WINNER,$4.50 /$1.24
3-Oct-20,13:58,GOLD COAST,3,1 – ALIGNMENT,N.FAZACKERLEY(A),53X,2ND,/$1.38
3-Oct-20,14:06,MURTOA,3,10 – NOMOREARCHIE,T.CHILDS(A),5,,
3-Oct-20,14:10,RANDWICK,4,1 – FIERCE IMPACT,N.RAWILLER,X31,3RD,/$1.29
3-Oct-20,14:12,TOWNSVILLE,2,1 – ROBIG (BEST BET),M.POTGEITER(A),411,,
3-Oct-20,14:18,EAGLE FARM,5,2 – SUPERARE,R.MALONEY,0X3,2ND,/$1.62
3-Oct-20,14:21,WAGGA,2,6 – GALDOCINO,M.HEAGNEY,42,,
3-Oct-20,14:25,FLEMINGTON,5,1 – THERMOSHERE,D.LANE,285,WINNER,$3.75 /$1.81
3-Oct-20,14:29,NEWCASTLE,3,5 – GENERAL DUBAI,R.HUTCHINGS,8X3,WINNER,$2.44 /$1.27
3-Oct-20,14:33,GOLD COAST,4,1 – KINGS RULE,J.G-CHEST,626,,
3-Oct-20,14:41,MURTOA,4,1 – GRANDVIEW AVENUE,T.BULL(A),353,WINNER,$3.15 /$1.41
3-Oct-20,14:57,EAGLE FARM,6,2 – USMANOV,B.NOTHDURFT,4X2,2ND,/$1.39
3-Oct-20,15:05,FLEMINGTON,6,5 – LORD BELVEDERE,B.MELHAM,1X1,,
3-Oct-20,15:09,NEWCASTLE,4,7 – LIONS ROAR,M.BELL,X21,WINNER,$1.70 /$1.05
3-Oct-20,15:13,GOLD COAST,5,8 – LUCKY TIME,A.CHAU,325,2ND,/$1.99
3-Oct-20,15:16,MORPHETVILLE,5,2 – TAKEN OFF,K.CROTHER,X41,LATE,SCRATCHING
3-Oct-20,15:25,RANDWICK,6,1 – NATURE STRIP,J.MCDONALD,1X2,,
3-Oct-20,15:45,FLEMINGTON,7,12 – FINCHE,B.MELHAM,7X3,3RD,$2.64
3-Oct-20,16:06,RANDWICK,7,13 – ROCK,T.BERRY,X51,,
3-Oct-20,16:17,EAGLE FARM,8,8 - IMPASSE,R.FRADD,X73,,
3-Oct-20,16:21,WAGGA,5,2 – PUSHKAR,H.EDE(A),137,WINNER,$3.40 /$1.53
3-Oct-20,16:25,FLEMINGTON,8,6 – PERFECT JEWEL,W.PIKE,182,,
3-Oct-20,16:51,EAGLE FARM,9,2 – SEEINGISBELIEVING,R.MALONEY,121,,
3-Oct-20,17:05,FLEMINGTON,9,2 – KHOEKHOE,F.W.KERSLEY,X76,WINNER,$6.40 /$2.50
3-Oct-20,17:13,GOLD COAST,8,6 – BEACHBREAK,J.G-CHEST,X12,,
3-Oct-20,17:16,MORPHETVILLE,8,4 – PEARL BANDIT,J.HOLDER,121,3RD,/$1.26
3-Oct-20,17:20,RANDWICK,9,4 – HILO,J.MCDONALD,5X2,3RD,/$1.49
,,,,,,,,
,,,,,,,,
2-Oct-20,12:40,DUBBO,1,1 – LUCKY ELIXIR,J.P-HOLMES,113,,
2-Oct-20,12:50,IPSWICH,1,1 – BETAJET,M.POTGEITER(A),135,,
2-Oct-20,13:00,TATURA,1,11 – RAAZOU,D.HOLLAND,27,,
2-Oct-20,13:05,MORUYA,1,12 – SIDEARM,J.PENZA,333,WINNER,$1.56 /$1.05
2-Oct-20,13:30,TATURA,2,4 – LITTLE CALEB,N.CALLOW,222,WINNER,$2.56/$1.22
2-Oct-20,13:40,MORUYA,2,5 – GRAND LUSITANO,K.NISBET,2,3RD,/$1.30
2-Oct-20,14:00,TATURA,3,5 – PULITZER PRIZE,H.COFFEY,X37,3RD,/$2.25
2-Oct-20,14:25,MORUYA,3,1 – EL MAFNIFICENCE (BEST BET),B.RYAN(A),521,3RD,/$1.15
2-Oct-20,14:30,TATURA,4,5 – PINOT PARTY,C.NEWITT,583,WINNER,$2.74 /$1.35
2-Oct-20,14:35,DUBBO,4,1 – MY EMPIRE,M.CAHILL,522,,
2-Oct-20,14:43,IPSWICH,4,5 – GOOD CHAT,R.MALONEY,X13,WINNER,$1.70 /$1.07
2-Oct-20,15:00,TATURA,5,5 – BOMBERS KISS,D.MOOR,583,WINNER,$2.50 /$1.30
2-Oct-20,15:10,DUBBO,5,6 – FESTIVAL OF LIGHT,M.HEAGNEY,765,2ND,/$1.80
2-Oct-20,15:18,IPSWICH,5,16 – LET’S BOOM,M.KENNEDY(A),32,,
2-Oct-20,15:30,TATURA,6,1 – MASTER DESIGNER,H.COFFEY,53,,
2-Oct-20,15:35,MORUYA,5,4 – SHOW TICKETS,B.MCDOUGALL,X72,,
2-Oct-20,16:00,TATURA,7,2 – SHOOT FOR COOMAH,B.HIGGINS,5X2,,
2-Oct-20,16:10,MORUYA,6,1 – WILD CHAP,C.GRAHAM(A),621,2ND,/$1.67
2-Oct-20,16:50,MORUYA,7,7 – ALL TIARA,B.MCDOUGALL,363,,
2-Oct-20,17:00,TATURA,9,5 – GLOBAL WONDER,J.HILL,331,WINNER,$3.30 /$1.74
2-Oct-20,17:05,DUBBO,8,1 – SONS OF BOURKE,D.GIBBONS(A),543,,
2-Oct-20,17:12,IPSWICH,8,7 – MISS TOO FLY,B.NOTHDURFT,0X1,,
2-Oct-20,17:15,MOONEE VALLEY,1,2 – CRIMINAL,B.EGAN,141,,
2-Oct-20,17:25,MORUYA,8,9 – NOBLE SOLDIER,B.RYAN(A),5X1,WINNER,$6.40 /$2.18
2-Oct-20,17:40,DUBBO,9,6 – BLUE TATOO,C.LEVER,X24,,
2-Oct-20,17:45,MOONEE VALLEY,2,3 – FIXATED (BEST BET),D.STACKHOUSE,3X2,3RD,/$1.87
,,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
1-Oct-20,12:50,YEPPOON,1,1 – NATURAL EMPEROR (BEST BET),E.SMITH(A),1X3,,
1-Oct-20,13:30,GEELONG,1,6 – TANGO GOLD,D.YENDALL,232,3RD,/$1.48
1-Oct-20,13:45,WYONG,2,8 – WRITE ON,J.PARR,X43,,
1-Oct-20,14:00,GEELONG,2,10 – WAR NA BOOL,D.STACKHOUSE,2X3,2ND,/$1.50
1-Oct-20,14:05,YEPPOON,3,6 – STRAWBERRY BLONDE,R.WIGGINS,X30,,
1-Oct-20,14:20,WYONG,3,3 – PROVIDE,K.O'HARA,25,,
1-Oct-20,14:30,GEELONG,3,1 – BOOM BOOM BECKER,J.ALLEN,X72,WINNER,$2.60 /$1.30
1-Oct-20,14:40,YEPPOON,4,1 – BARACHIEL,M.POTGEITER(A),321,,
1-Oct-20,15:00,GEELONG,4,4 – INKERMAN ROAD,J.MCNEIL,353,,
1-Oct-20,15:15,YEPPOON,5,1 – HECTOR THE HERO,J.STANLEY,0X6,,
1-Oct-20,15:30,GEELONG,5,5 – CASA DEL SOL,D.OLIVER,15,LATE,SCRATCHING
1-Oct-20,15:35,WYONG,5,9 – AVALENE,T.SHERRY(A),632,3RD,/$2.00
1-Oct-20,15:42,KALGOORLIE,2,4 – TRUE ORA (BEST BET),L.RAMOLY(A0,452,WINNER,$3.20 /$1.40
1-Oct-20,15:50,YEPPOON,6,6 – DIP DYE,C.WHITELEY,322,WINNER,$5.30 /$1.89
1-Oct-20,16:00,GEELONG,6,3 – NIGHT GUY,M.ZAHRA,X01,WINNER,$2.94 /$1.40
1-Oct-20,16:10,WYONG,6,3 – NOTHING TO HARD,K.LATHAM,740,3RD,/$2.08
1-Oct-20,16:17,KALGOORLIE,3,2 – MAGIC WILL REIGN,M.PATEMAN,212,,
1-Oct-20,16:25,YEPPOON,7,6 –SHIGURU MAHOGANY,B-D. APPO,463,,
1-Oct-20,16:45,WYONG,7,1 – BETHENCOURT,J.MCDONALD,1X2,WINNER,$2.16 /$1.26
1-Oct-20,16:52,KALGOORLIE,4,4 – GET OVER IT,C.J-POR,943,,
1-Oct-20,17:05,YEPPOON,8,1 – DIRTY DIARY,A.BUTLER,312,,
1-Oct-20,17:25,WYONG,8,9 – LONG WEEKEND,R.KING,1,2ND,/$1.40
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,TODAY’S SELECTIONS,,,,,,,
,30-Sep-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
30-Sep-20,13:00,BALLARAT,1,4 - CRACKERJACK PRINCE,D.BATES,2,2ND,/$1.35
30-Sep-20,13:11,GOLD COAST,1,4 – BETTER THAN GROOVY,L.DITTMAN,712,,
30-Sep-20,13:39,CANBERRA,1,1 – ZARZOU (BEST BET),B.LOY,242,WINNER,$1.52 /$1.13
30-Sep-20,14:00,RANDWICK,1,9 – WILD IRISH,T.SHERRY(A),X82,,
30-Sep-20,14:10,BALLARAT,3,11 – ZELIFY,D.LANE,5X4,WINNER,$1.78 /$1.14
30-Sep-20,14:14,CANBERRA,2,1 – GALAXY FORCE,D.SCOTT(A),10,,
30-Sep-20,14:21,GOLD COAST,3,5 – MALAHIDE,M.MCGILLIVRA,6X5,,
30-Sep-20,14:25,MURRAY BRIDGE,2,8 – MUSTARI,J.TOEROEK,4,2ND,/$2.08
30-Sep-20,14:35,RANDWICK,2,1 – PRIVATE CHEETAH,T.CLARK,2,WINNER,$3.40 /$1.42
30-Sep-20,14:45,BALLARAT,4,8 – SHOOT N RUN,D.STACKHOUSE,X43,,
30-Sep-20,14:49,CANBERRA,3,4 – ARCTIC THUNDER,A.COLLETT,1,2ND,/$1.29
30-Sep-20,14:56,GOLD COAST,4,2 – SACRED SUITE,R.MALONEY,X23,2ND,/$1.70
30-Sep-20,15:00,MURRAY BRIDGE,3,9 – SELLIX,D.STRAA(A),43X,2ND,/$4.30
30-Sep-20,15:24,CANBERRA,4,5 – TEMOIN CHAUD,B.MCDOUGALL,X04,3RD,/$1.33
30-Sep-20,15:35,MURRAY BRIDGE,4,10 – MUFFLA,D.YOURNEUR,32,2ND,/$1.33
30-Sep-20,15:49,GERALTON,1,5 – COLOUR ME SON,S.O'DONNELL,X55,2ND,/$1.45
30-Sep-20,15:55,BALLARAT,6,4 – SINGING SWORD,D.LANE,X21,,
30-Sep-20,15:59,CANBERRA,5,1 – HIGH ADVICE,B.MCDOUGALL,622,,
30-Sep-20,16:06,GOLD COAST,6,7 – HEARTS LIFTED,,,LATE,SCRATCHING
30-Sep-20,16:10,MURRAY BRIDGE,5,3 – KARPOOL KHAN,A.JORDSJO,X35,3RD,/$1.70
30-Sep-20,16:20,RANDWICK,5,1 – BADOOSH,H.BOWMAN,141,WINNER,$3.65 /$1.59
30-Sep-20,16:24,GERALTON,2,7 – YAMATAI (BEST BET),M.PATEMAN,233,,
30-Sep-20,16:34,CANBERRA,6,6 – CLEARLY REGAL,A.LAYT,X25,,
30-Sep-20,16:41,GOLD COAST,7,3 – HEARTS LIFTED,,,LATE,SCRATCHING
30-Sep-20,16:45,MURRAY BRIDGE,6,9 – AMERICAN STORM,S.SO(A),641,,
30-Sep-20,16:55,RANDWICK,6,8 – SNIPPY FOX,T.SHERRY(A),120,3RD,/$5.40
30-Sep-20,16:59,GERALTON,3,1 – SANS LE SOU,J.MCNAUGHT,X16,3RD,/$1.15
30-Sep-20,17:05,BALLARAT,8,2 – POLANCO,M.LLOYD(A),X00,WINNER,$7.40 /$2.54
30-Sep-20,17:20,MURRAY BRIDGE,7,3 – VALLIANO,R.HURDLE,X97,,
30-Sep-20,17:30,RANDWICK,7,13 – CHALK,T.BERRY,555,,
30-Sep-20,17:37,GERALTON,4,1 – NURHACI,L.RAMOLY(A),312,,
,,,,,,,,
,TODAY’S SELECTIONS,,,,,,,
,29-Sep-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
29-Sep-20,12:55,SWAN HILL,1,7 – SANDHILL,M.LLOYD(A),X28,2ND,/$2.22
29-Sep-20,13:00,GRAFTON,1,1 – HELMET HEAD,B.HODDER,423,3RD,/$1.30
29-Sep-20,13:30,SWAN HILL,2,18 – LITTLE CALEB,,,LATE,SCRATCHING
